"CustomerID","Title","CreditCardType","Occupation","Gender","Age","Location","MotorInsurance","MotorValue","MotorType","HealthInsurance","HealthType","HealthDependentsAdults","HealthDependentsKids","TravelInsurance","TravelType","PrefChannel","CardHolder","Married","AgeBuckets","MotorValueBuckets","MotorFlag","MotorLevel","HealthFlag","HealthLevel","TravelFlag","TravelLevel","Instances","customerValue","SalaryIndicator","FamilyIndicator","cluster"
703,"Ms.","Visa","Coil taper","female",49,"Rural","Yes",34673,"Single","Yes","Level3","1","2","Yes","Business","Email","Yes","No","36-50","high",1,3,1,3,1,3,3,9,"high","Big family",3
704,"Mrs.","No Card","Ornamental ironworker","female",50,"Rural","Yes",16724,"Single","Yes","Level1","0","2","No","0","Phone","No","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","nuclear family",1
706,"Mr.","Visa","Textile machine operator","male",54,"Urban","Yes",15808,"Single","Yes","Level1","1","2","No","0","Email","Yes","Yes",">50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
707,"Mr.","No Card","Textile knitting and weaving machine setter","male",51,"Rural","No",NA,"No MotorInsurance","Yes","Level2","0","2","Yes","Standard","Email","No","Yes",">50","0",0,0,1,2,1,2,2,4,"med","nuclear family",1
708,"Dr.","No Card",NA,"female",45,"Urban","Yes",30975,"Single","Yes","Level2","0","3","Yes","Premium","SMS","No","Yes","36-50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
710,"Mr.","Visa","Surveillance agent","male",45,"Rural","Yes",14260,"Single","Yes","Level2","2","2","Yes","Standard","Email","Yes","Yes","36-50","low",1,1,1,2,1,2,3,5,"med","Big family",1
711,"Ms.","Visa","Loading machine operator","female",52,"Rural","Yes",17322,"Single","Yes","Level1","1","2","No","0","Email","Yes","No",">50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
712,"Mrs.","Visa",NA,"female",47,"Rural","Yes",15884,"Single","No","0","No HI","No HI","No","0","SMS","Yes","Yes","36-50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",1
713,"Mr.","AMEX","Customs agent","male",46,"Urban","Yes",37249,"Single","Yes","Level2","1","2","Yes","Business","Email","Yes","Yes","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
714,"Ms.","Visa","Typographer","female",47,"Urban","Yes",28530,"Single","Yes","Level2","0","2","No","0","Email","Yes","No","36-50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",3
715,"Mr.","No Card","Dredge excavating and loading machine operator","male",21,"Urban","No",NA,"No MotorInsurance","Yes","Level2","2","0","Yes","Backpacker","SMS","No","No","<=35","0",0,0,1,2,1,1,2,3,"low","nuclear family",2
717,"Mr.","AMEX","Speech writer","male",37,"Urban","Yes",35055,"Single","Yes","Level1","0","3","Yes","Standard","Email","Yes","Yes","36-50","high",1,3,1,1,1,2,3,6,"med","Big family",3
719,"Ms.","AMEX","Gynecologist","female",46,"Urban","Yes",35626,"Single","Yes","Level2","1","2","No","0","SMS","Yes","No","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
720,"Mr.","Visa","Occupational health nurse","male",18,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","<=35","0",0,0,0,0,1,2,1,2,"low","No Health Insurance",2
722,"Mrs.","Visa","Environmental engineer","female",49,"Urban","Yes",32679,"Single","No","0","No HI","No HI","No","0","Phone","Yes","Yes","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
723,"Mr.","AMEX",NA,"male",47,"Rural","Yes",38256,"Bundle","No","0","No HI","No HI","Yes","Business","Email","Yes","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
724,"Mr.","Visa",NA,"male",18,"Urban","Yes",20682,"Bundle","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
725,"Mr.","No Card","Job binding worker","male",52,"Rural","Yes",17611,"Single","Yes","Level3","2","2","No","0","Email","No","Yes",">50","medium",1,2,1,3,0,0,2,5,"med","Big family",1
726,"Mr.","Visa",NA,"male",20,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
727,"Ms.","Visa",NA,"female",48,"Rural","Yes",14430,"Single","Yes","Level1","1","2","No","0","Phone","Yes","No","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
728,"Mr.","AMEX","Computer and information systems manager","male",20,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
729,"Mr.","Visa","Personal appearance worker","male",52,"Rural","Yes",13163,"Single","Yes","Level1","0","3","No","0","Phone","Yes","Yes",">50","low",1,1,1,1,0,0,2,2,"low","Big family",1
730,"Mrs.","No Card",NA,"female",75,"Urban","Yes",20749,"Bundle","Yes","Level3","1","0","Yes","Senior","Phone","No","Yes",">50","medium",1,2,1,3,1,2,3,7,"high","nuclear family",1
731,"Mr.","AMEX","Forest and conservation technician","male",50,"Urban","Yes",37259,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
732,"Ms.","AMEX","Elevator installer","female",46,"Urban","Yes",10495,"Single","Yes","Level1","2","3","No","0","Phone","Yes","No","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
733,"Mrs.","No Card","Resort desk clerk","female",50,"Urban","Yes",13515,"Single","Yes","Level2","2","2","No","0","Phone","No","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
735,"Ms.","AMEX","Certified public accountant","female",23,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
736,"Mrs.","AMEX","Bureau of Diplomatic Security special agent","female",42,"Urban","Yes",35038,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
741,"Ms.","Visa","Compliance officer","female",19,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
742,"Mr.","Visa","Explosives worker","male",46,"Urban","Yes",16159,"Single","Yes","Level2","1","3","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
743,"Mr.","Visa","Computer technology trainer","male",20,"Urban","Yes",22066,"Bundle","Yes","Level2","0","0","Yes","Business","Email","Yes","No","<=35","medium",1,2,1,2,1,3,3,7,"high","single",2
745,"Mr.","No Card","Cage cashier","male",46,"Rural","Yes",38256,"Single","Yes","Level1","2","2","No","0","Phone","No","Yes","36-50","high",1,3,1,1,0,0,2,4,"med","Big family",3
746,"Mr.","AMEX","Water conservationist","male",22,"Urban","Yes",5183,"Bundle","No","0","No HI","No HI","Yes","Standard","SMS","Yes","No","<=35","low",1,1,0,0,1,2,2,3,"low","No Health Insurance",2
747,"Mr.","Visa",NA,"male",47,"Urban","Yes",12821,"Single","Yes","Level2","2","2","No","0","SMS","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
748,"Mrs.","No Card","Extruding and forming machine operator","female",21,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","No","Yes","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
749,"Mr.","No Card","Card puncher","male",53,"Rural","Yes",18279,"Single","Yes","Level2","0","2","No","0","Phone","No","Yes",">50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",1
750,"Mr.","AMEX","Public safety dispatcher","male",46,"Rural","Yes",13099,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
753,"Mr.","Visa","Staffing coordinator","male",42,"Urban","Yes",34485,"Single","No","0","No HI","No HI","Yes","Business","Email","Yes","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
754,"Mr.","AMEX",NA,"male",65,"Rural","Yes",25159,"Single","Yes","Level1","0","0","Yes","Standard","Phone","Yes","No",">50","medium",1,2,1,1,1,2,3,5,"med","single",3
755,"Ms.","No Card",NA,"female",20,"Rural","Yes",4976,"Single","No","0","No HI","No HI","Yes","Backpacker","SMS","No","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
756,"Mr.","Visa",NA,"male",22,"Rural","No",NA,"No MotorInsurance","Yes","Level1","0","0","No","0","Email","Yes","No","<=35","0",0,0,1,1,0,0,1,1,"low","single",2
757,"Ms.","AMEX","Fashion designer","female",46,"Rural","Yes",14169,"Single","Yes","Level2","1","2","Yes","Standard","Phone","Yes","No","36-50","low",1,1,1,2,1,2,3,5,"med","Big family",1
760,"Ms.","Visa","Electronics technician","female",19,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
761,"Mrs.","No Card",NA,"female",18,"Rural","Yes",5238,"Bundle","Yes","Level1","0","0","No","0","Email","No","Yes","<=35","low",1,1,1,1,0,0,2,2,"low","single",2
762,"Mr.","Visa","Decommissioning and decontamination (D&D) worker","male",45,"Urban","Yes",29916,"Single","Yes","Level1","1","2","No","0","Email","Yes","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",3
763,"Ms.","AMEX",NA,"female",46,"Urban","Yes",31936,"Single","Yes","Level2","1","2","No","0","Email","Yes","No","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",3
766,"Mr.","AMEX","Concrete finisher","male",49,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","2","Yes","Business","Phone","Yes","Yes","36-50","0",0,0,1,2,1,3,2,5,"med","Big family",1
767,"Mr.","Visa","Medical and health services manager","male",44,"Urban","Yes",16753,"Single","Yes","Level2","2","2","Yes","Standard","Phone","Yes","Yes","36-50","medium",1,2,1,2,1,2,3,6,"med","Big family",1
768,"Mrs.","No Card",NA,"female",21,"Urban","Yes",27388,"Bundle","No","0","No HI","No HI","Yes","Business","Email","No","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
769,"Mr.","Visa","Electrologist","male",78,"Urban","No",NA,"No MotorInsurance","Yes","Level2","0","0","No","0","Phone","Yes","No",">50","0",0,0,1,2,0,0,1,2,"low","single",1
770,"Ms.","Visa","Team assembler","female",45,"Rural","Yes",17795,"Single","Yes","Level1","1","3","No","0","Phone","Yes","No","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
771,"Mr.","AMEX",NA,"male",50,"Urban","Yes",34927,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
772,"Mr.","AMEX","Computer database administrator","male",18,"Urban","Yes",5129,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
773,"Dr.","Visa",NA,"male",49,"Rural","Yes",15363,"Single","Yes","Level2","2","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
775,"Mr.","AMEX","Roof bolter","male",50,"Urban","Yes",38256,"Single","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
777,"Ms.","Visa",NA,"female",49,"Urban","Yes",8489,"Single","Yes","Level2","1","2","No","0","Phone","Yes","No","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
778,"Mr.","No Card","Physical therapist","male",47,"Urban","Yes",35594,"Single","No","0","No HI","No HI","Yes","Premium","Email","No","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
779,"Ms.","Visa",NA,"female",68,"Rural","Yes",28028,"Single","Yes","Level3","1","0","No","0","Phone","Yes","No",">50","medium",1,2,1,3,0,0,2,5,"med","nuclear family",3
780,"Ms.","No Card","Correspondence clerk","female",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","No","0","SMS","No","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
781,"Mrs.","AMEX","Cosmetologist","female",20,"Rural","Yes",30341,"Single","No","0","No HI","No HI","Yes","Premium","SMS","Yes","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
784,"Mrs.","No Card","Catering manager","female",22,"Rural","Yes",27893,"Single","Yes","Level1","0","0","Yes","Business","Email","No","Yes","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
787,"Mr.","Visa","College counselor","male",18,"Urban","Yes",24007,"Single","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
788,"Mr.","AMEX",NA,"male",46,"Urban","Yes",31842,"Single","Yes","Level2","1","3","Yes","Business","Email","Yes","Yes","36-50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
789,"Ms.","AMEX","Personnel officer","female",48,"Rural","Yes",13926,"Single","Yes","Level2","1","3","Yes","Standard","Phone","Yes","No","36-50","low",1,1,1,2,1,2,3,5,"med","Big family",1
790,"Ms.","Visa",NA,"female",51,"Rural","Yes",13525,"Single","Yes","Level2","1","2","No","0","Phone","Yes","No",">50","low",1,1,1,2,0,0,2,3,"low","Big family",1
791,"Mr.","No Card","Refractory mason","male",46,"Urban","Yes",35526,"Single","No","0","No HI","No HI","Yes","Standard","Email","No","No","36-50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
793,"Ms.","Visa",NA,"female",53,"Urban","Yes",11741,"Single","Yes","Level3","1","2","No","0","SMS","Yes","No",">50","low",1,1,1,3,0,0,2,4,"med","Big family",1
794,"Mrs.","Visa","Physical geographer","female",47,"Rural","Yes",13041,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
795,"Mrs.","AMEX","Model","female",44,"Urban","Yes",30781,"Single","Yes","Level1","1","2","Yes","Business","Email","Yes","Yes","36-50","medium",1,2,1,1,1,3,3,6,"med","Big family",3
796,"Mr.","AMEX",NA,"male",42,"Urban","Yes",38256,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
797,"Mr.","AMEX",NA,"male",45,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","No","36-50","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",1
798,"Mrs.","No Card","Applied mathematician","female",42,"Urban","Yes",37717,"Single","Yes","Level2","0","2","No","0","Email","No","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","nuclear family",3
799,"Ms.","AMEX","Geological engineer","female",48,"Urban","Yes",35864,"Single","Yes","Level2","0","3","No","0","Email","Yes","No","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
802,"Ms.","AMEX",NA,"female",20,"Urban","Yes",5456,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
803,"Mr.","Visa","Abstractor","male",50,"Rural","Yes",10278,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
807,"Mr.","Visa",NA,"male",19,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",2
808,"Ms.","AMEX","Hand sewer","female",50,"Rural","No",NA,"No MotorInsurance","Yes","Level2","2","2","Yes","Standard","Phone","Yes","No","36-50","0",0,0,1,2,1,2,2,4,"med","Big family",1
809,"Mr.","AMEX",NA,"male",58,"Rural","Yes",15332,"Single","Yes","Level2","1","3","No","0","Phone","Yes","Yes",">50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
810,"Ms.","No Card","Optical mechanic","female",67,"Rural","No",NA,"No MotorInsurance","Yes","Level2","1","0","No","0","Phone","No","No",">50","0",0,0,1,2,0,0,1,2,"low","nuclear family",1
811,"Mrs.","AMEX",NA,"female",52,"Urban","Yes",33354,"Single","Yes","Level1","1","3","No","0","Email","Yes","Yes",">50","high",1,3,1,1,0,0,2,4,"med","Big family",3
812,"Mr.","AMEX","Author","male",41,"Urban","Yes",33176,"Single","Yes","Level3","1","2","Yes","Premium","Email","Yes","Yes","36-50","high",1,3,1,3,1,3,3,9,"high","Big family",3
813,"Ms.","No Card","Composing machine tender","female",18,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","No","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
815,"Mr.","AMEX",NA,"male",18,"Urban","Yes",5433,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
816,"Mr.","AMEX",NA,"male",45,"Urban","Yes",28669,"Single","Yes","Level3","1","3","Yes","Business","Email","Yes","Yes","36-50","medium",1,2,1,3,1,3,3,8,"high","Big family",3
817,"Mr.","Visa","Private investigator","male",44,"Rural","No",NA,"No MotorInsurance","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","Big family",1
819,"Mr.","Visa","Control technician","male",51,"Urban","Yes",13703,"Single","Yes","Level1","2","2","No","0","Phone","Yes","Yes",">50","low",1,1,1,1,0,0,2,2,"low","Big family",1
820,"Mrs.","AMEX","Systems architect","female",18,"Rural","Yes",5191,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","Yes","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
822,"Mr.","AMEX",NA,"male",45,"Rural","Yes",16392,"Single","Yes","Level1","1","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
823,"Mr.","Visa","Behavioral disorder counselor","male",50,"Rural","Yes",10629,"Single","Yes","Level2","1","2","No","0","Email","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
824,"Mr.","Visa","Operations director","male",18,"Urban","Yes",22267,"Bundle","Yes","Level2","0","0","No","0","Email","Yes","No","<=35","medium",1,2,1,2,0,0,2,4,"med","single",2
825,"Ms.","AMEX",NA,"female",51,"Rural","Yes",11354,"Single","Yes","Level2","2","2","No","0","Phone","Yes","No",">50","low",1,1,1,2,0,0,2,3,"low","Big family",1
826,"Ms.","AMEX","Caulker","female",19,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",2
827,"Mrs.","AMEX",NA,"female",18,"Urban","Yes",5029,"Single","No","0","No HI","No HI","No","0","Email","Yes","Yes","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
829,"Mr.","AMEX","Sound mixer","male",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
830,"Mr.","Visa","U.S. deputy marshal","male",46,"Urban","Yes",33843,"Single","No","0","No HI","No HI","Yes","Standard","Phone","Yes","No","36-50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
831,"Mr.","No Card",NA,"male",48,"Rural","Yes",17129,"Single","Yes","Level2","1","3","No","0","Phone","No","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
832,"Mr.","AMEX",NA,"male",18,"Rural","Yes",24761,"Bundle","Yes","Level1","0","0","No","0","Email","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
833,"Mr.","Visa","Engraver set-up operator","male",22,"Urban","Yes",24275,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Phone","Yes","No","<=35","medium",1,2,0,0,1,1,2,3,"low","No Health Insurance",2
834,"Ms.","AMEX",NA,"female",48,"Urban","Yes",36381,"Single","Yes","Level1","1","2","No","0","SMS","Yes","No","36-50","high",1,3,1,1,0,0,2,4,"med","Big family",3
835,"Mr.","AMEX",NA,"male",42,"Urban","Yes",35364,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
836,"Mr.","Visa","HIV/AIDS nurse","male",20,"Rural","Yes",27734,"Single","Yes","Level1","0","0","Yes","Premium","Email","Yes","No","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
837,"Mr.","Visa","Oxy-gas cutter","male",20,"Urban","Yes",26908,"Single","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
838,"Mrs.","AMEX","Credit manager","female",50,"Rural","Yes",13098,"Single","Yes","Level3","0","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,3,0,0,2,4,"med","nuclear family",1
840,"Dr.","AMEX",NA,"male",71,"Rural","Yes",23352,"Single","Yes","Level2","1","0","Yes","Senior","Phone","Yes","No",">50","medium",1,2,1,2,1,2,3,6,"med","nuclear family",3
841,"Mrs.","AMEX",NA,"female",70,"Rural","Yes",26769,"Single","Yes","Level3","0","0","Yes","Senior","Phone","Yes","Yes",">50","medium",1,2,1,3,1,2,3,7,"high","single",3
842,"Mr.","AMEX","Risk manager","male",48,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","3","Yes","Business","Email","Yes","Yes","36-50","0",0,0,1,2,1,3,2,5,"med","Big family",1
843,"Mr.","Visa",NA,"male",50,"Rural","Yes",14146,"Single","Yes","Level3","1","3","No","0","Phone","Yes","Yes","36-50","low",1,1,1,3,0,0,2,4,"med","Big family",1
844,"Mr.","Visa","Hairstylist","male",66,"Urban","Yes",30518,"Single","Yes","Level3","0","0","No","0","Phone","Yes","No",">50","medium",1,2,1,3,0,0,2,5,"med","single",3
846,"Mr.","Visa","Purchasing director","male",47,"Urban","Yes",36597,"Single","Yes","Level3","0","3","Yes","Standard","SMS","Yes","Yes","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
848,"Mr.","Visa",NA,"male",72,"Rural","Yes",20139,"Single","No","0","No HI","No HI","Yes","Senior","Phone","Yes","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",1
849,"Mr.","Visa","ENG operator","male",56,"Rural","Yes",16972,"Single","Yes","Level1","0","2","Yes","Standard","Phone","Yes","Yes",">50","medium",1,2,1,1,1,2,3,5,"med","nuclear family",1
850,"Ms.","Visa","Computer forensic investigator","female",22,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Phone","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
851,"Mr.","AMEX","Water transportation master","male",48,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","2","No","0","Email","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","Big family",1
852,"Ms.","AMEX","Office and administrative support worker supervisor","female",20,"Urban","Yes",5080,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
853,"Mrs.","AMEX","Choreographer","female",48,"Rural","No",NA,"No MotorInsurance","Yes","Level2","2","3","Yes","Business","Phone","Yes","Yes","36-50","0",0,0,1,2,1,3,2,5,"med","Big family",1
854,"Mr.","Visa",NA,"male",45,"Urban","No",NA,"No MotorInsurance","Yes","Level3","0","3","Yes","Premium","SMS","Yes","Yes","36-50","0",0,0,1,3,1,3,2,6,"med","Big family",1
855,"Ms.","AMEX","Family child care provider","female",46,"Urban","Yes",10177,"Single","Yes","Level2","0","2","No","0","Phone","Yes","No","36-50","low",1,1,1,2,0,0,2,3,"low","nuclear family",1
856,"Mr.","AMEX","Messenger","male",44,"Urban","Yes",33028,"Single","Yes","Level3","0","2","Yes","Premium","Email","Yes","Yes","36-50","high",1,3,1,3,1,3,3,9,"high","nuclear family",3
858,"Mrs.","AMEX","Physical metallurgical engineer","female",62,"Urban","Yes",30560,"Bundle","Yes","Level3","0","0","Yes","Senior","Phone","Yes","Yes",">50","medium",1,2,1,3,1,2,3,7,"high","single",3
859,"Ms.","Visa","Municipal court judge","female",44,"Urban","Yes",36221,"Single","Yes","Level3","2","2","No","0","Email","Yes","No","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
860,"Ms.","AMEX",NA,"female",71,"Rural","No",NA,"No MotorInsurance","Yes","Level3","1","0","Yes","Standard","Phone","Yes","No",">50","0",0,0,1,3,1,2,2,5,"med","nuclear family",1
861,"Mr.","Visa",NA,"male",50,"Rural","Yes",7904,"Single","Yes","Level2","1","3","No","0","Email","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
862,"Mrs.","No Card","Pamphlet binding worker","female",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","No","Yes","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
863,"Mr.","Visa","Employee welfare manager","male",47,"Rural","Yes",35508,"Bundle","Yes","Level2","1","3","No","0","Email","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
864,"Mr.","Visa",NA,"male",43,"Rural","Yes",33075,"Single","No","0","No HI","No HI","Yes","Standard","SMS","Yes","No","36-50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
865,"Ms.","AMEX",NA,"female",70,"Rural","Yes",27360,"Single","No","0","No HI","No HI","Yes","Business","Phone","Yes","No",">50","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",3
866,"Mrs.","Visa",NA,"female",21,"Rural","Yes",27703,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","Yes","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
867,"Mr.","Visa",NA,"male",19,"Urban","Yes",31847,"Bundle","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
868,"Dr.","AMEX","Loan closer","female",49,"Rural","Yes",11273,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
869,"Ms.","Visa","Employee placement specialist","female",48,"Rural","Yes",13848,"Single","No","0","No HI","No HI","No","0","SMS","Yes","No","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
870,"Mr.","Visa",NA,"male",44,"Rural","Yes",14232,"Single","Yes","Level2","2","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
871,"Mr.","AMEX",NA,"male",45,"Rural","Yes",20432,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",1
872,"Mr.","No Card","Financial clerk","male",45,"Urban","Yes",34478,"Single","No","0","No HI","No HI","No","0","Email","No","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
873,"Mr.","AMEX","Health care executive","male",21,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
875,"Mr.","Visa",NA,"male",48,"Rural","Yes",38256,"Bundle","No","0","No HI","No HI","Yes","Business","Phone","Yes","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
876,"Mr.","Visa",NA,"male",20,"Urban","Yes",5124,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
