CustomerID,Title,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType,CardHolder,Married,AgeBuckets,MotorValueBuckets,MotorFlag,MotorLevel,HealthFlag,HealthLevel,TravelFlag,TravelLevel,Instances,customerValue,SalaryIndicator,FamilyIndicator,cluster,PrefChannel,Group
1034,Ms.,Visa,Heating air-conditioning and refrigeration engineer,female,71,Rural,Yes,21554,Bundle,Yes,Level2,1,0,No,0,Yes,No,>50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Titan Customers,Phone,test
1037,Mrs.,AMEX,NA,female,20,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,Yes,Backpacker,Yes,Yes,<=35,0,0,0,0,0,1,1,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
1042,Ms.,Visa,Marking and identification printing machine operator,female,45,Rural,Yes,11591,Single,Yes,Level3,1,3,No,0,Yes,No,36-50,low,1,1,1,3,0,0,2,4,med,Big family,Ready Rurals,Phone,test
1046,Ms.,Visa,Publicity writer,female,52,Urban,Yes,18380,Single,No,0,No HI,No HI,No,0,Yes,No,>50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
1070,Mr.,No Card,Extruding and forming machine operator,male,49,Rural,Yes,10075,Single,Yes,Level1,0,3,No,0,No,Yes,36-50,low,1,1,1,1,0,0,2,2,low,Big family,Ready Rurals,Phone,test
1079,Mr.,Visa,NA,male,72,Rural,Yes,28346,Single,Yes,Level2,0,0,Yes,Senior,Yes,No,>50,medium,1,2,1,2,1,2,3,6,med,single,Titan Customers,Phone,test
1082,Mr.,No Card,Front-end mechanic,male,20,Urban,Yes,30357,Bundle,No,0,No HI,No HI,Yes,Standard,No,No,<=35,medium,1,2,0,0,1,2,2,4,med,No Health Insurance,Millineum Potentials,Email,test
1084,Mr.,Visa,Tester,male,47,Urban,Yes,15005,Single,Yes,Level2,1,3,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1101,Mr.,Visa,Merchant marine officer,male,47,Rural,Yes,10847,Single,Yes,Level2,0,3,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1106,Mrs.,AMEX,Professional athlete,female,48,Rural,Yes,18233,Single,Yes,Level1,1,2,No,0,Yes,Yes,36-50,medium,1,2,1,1,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1107,Mr.,AMEX,NA,male,19,Rural,Yes,15505,Bundle,Yes,Level1,1,0,Yes,Standard,Yes,No,<=35,medium,1,2,1,1,1,2,3,5,med,nuclear family,Millineum Potentials,Email,test
1113,Mr.,No Card,NA,male,18,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,Yes,Backpacker,No,No,<=35,0,0,0,0,0,1,1,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
1120,Mr.,AMEX,Engineering geologist,male,18,Rural,Yes,21818,Bundle,Yes,Level1,2,0,Yes,Business,Yes,No,<=35,medium,1,2,1,1,1,3,3,6,med,nuclear family,Millineum Potentials,Email,test
1126,Ms.,AMEX,NA,female,18,Urban,Yes,5328,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
1131,Mrs.,AMEX,Camera operator,female,49,Rural,Yes,18790,Single,Yes,Level2,1,3,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
1134,Mr.,Visa,NA,male,45,Rural,No,NA,No MotorInsurance,Yes,Level2,2,2,No,0,Yes,Yes,36-50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
1135,Mr.,AMEX,Shipping clerk,male,48,Urban,Yes,30025,Bundle,Yes,Level2,0,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Titan Customers,Email,test
1139,Mr.,No Card,Beauty care specialist,male,47,Rural,Yes,18455,Single,No,0,No HI,No HI,Yes,Standard,No,No,36-50,medium,1,2,0,0,1,2,2,4,med,No Health Insurance,Ready Rurals,Phone,test
1142,Mrs.,AMEX,Quality assurance inspector,female,41,Urban,Yes,38180.4,Single,No,0,No HI,No HI,Yes,Business,Yes,Yes,36-50,high,1,3,0,0,1,3,2,6,med,No Health Insurance,Titan Customers,Email,test
1147,Ms.,No Card,Press secretary,female,65,Rural,Yes,25673,Single,Yes,Level1,1,0,No,0,No,No,>50,medium,1,2,1,1,0,0,2,3,low,nuclear family,Titan Customers,Phone,test
1158,Mrs.,AMEX,Motor coach driver,female,53,Urban,No,NA,No MotorInsurance,Yes,Level2,0,2,No,0,Yes,Yes,>50,0,0,0,1,2,0,0,1,2,low,nuclear family,Ready Rurals,Phone,test
1166,Ms.,AMEX,Sales worker,female,46,Urban,No,NA,No MotorInsurance,Yes,Level2,0,2,No,0,Yes,No,36-50,0,0,0,1,2,0,0,1,2,low,nuclear family,Ready Rurals,Phone,test
1169,Ms.,AMEX,Ambulatory care nurse,female,61,Urban,Yes,27725,Single,Yes,Level3,1,0,Yes,Senior,Yes,No,>50,medium,1,2,1,3,1,2,3,7,high,nuclear family,Titan Customers,Phone,test
1170,Mr.,AMEX,Apartment house manager,male,52,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,No,>50,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Ready Rurals,Phone,test
1172,Mrs.,Visa,NA,female,18,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,Yes,<=35,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Millineum Potentials,SMS,test
1189,Mr.,AMEX,NA,male,44,Urban,Yes,28934,Single,Yes,Level2,1,3,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Email,test
1203,Mr.,AMEX,Microbiologist,male,45,Rural,Yes,32975,Single,Yes,Level2,1,2,Yes,Business,Yes,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1207,Mr.,AMEX,Tower controller,male,22,Urban,Yes,24658,Bundle,Yes,Level1,0,0,No,0,Yes,No,<=35,medium,1,2,1,1,0,0,2,3,low,single,Millineum Potentials,Email,test
1209,Ms.,Visa,Locker room attendant,female,45,Rural,Yes,11580,Bundle,Yes,Level2,2,2,No,0,Yes,No,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1214,Mr.,No Card,NA,male,53,Rural,Yes,19569,Single,Yes,Level2,1,2,No,0,No,Yes,>50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
1217,Mr.,Visa,NA,male,52,Urban,Yes,33304,Single,No,0,No HI,No HI,Yes,Standard,Yes,No,>50,high,1,3,0,0,1,2,2,5,med,No Health Insurance,Titan Customers,Email,test
1225,Ms.,Visa,Building superintendent,female,20,Urban,Yes,21541,Bundle,No,0,No HI,No HI,No,0,Yes,No,<=35,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Millineum Potentials,Email,test
1228,Ms.,Visa,Account collector,female,19,Urban,Yes,5005.8,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
1237,Mr.,AMEX,Asbestos abatement worker,male,44,Rural,Yes,12583,Single,Yes,Level3,2,2,No,0,Yes,Yes,36-50,low,1,1,1,3,0,0,2,4,med,Big family,Ready Rurals,Phone,test
1238,Ms.,AMEX,Osteopathic doctor,female,72,Rural,Yes,21624,Bundle,Yes,Level3,0,0,No,0,Yes,No,>50,medium,1,2,1,3,0,0,2,5,med,single,Titan Customers,Phone,test
1242,Mr.,Visa,Platemaker,male,45,Urban,Yes,38180.4,Single,Yes,Level2,1,3,Yes,Standard,Yes,Yes,36-50,high,1,3,1,2,1,2,3,7,high,Big family,Titan Customers,Email,test
1243,Ms.,Visa,Addictions nurse,female,18,Urban,Yes,28121,Single,Yes,Level1,1,0,Yes,Backpacker,Yes,No,<=35,medium,1,2,1,1,1,1,3,4,med,nuclear family,Millineum Potentials,Email,test
1244,Ms.,No Card,Manufacturing optician,female,56,Urban,Yes,33142,Single,Yes,Level3,0,2,No,0,No,No,>50,high,1,3,1,3,0,0,2,6,med,nuclear family,Titan Customers,Email,test
1247,Mrs.,AMEX,Multiple machine tool tender,female,19,Urban,No,NA,No MotorInsurance,Yes,Level1,0,0,No,0,Yes,Yes,<=35,0,0,0,1,1,0,0,1,1,low,single,Millineum Potentials,Email,test
1253,Mrs.,No Card,Electronic home entertainment equipment installer,female,50,Rural,Yes,11874,Single,Yes,Level2,2,2,Yes,Business,No,Yes,36-50,low,1,1,1,2,1,3,3,6,med,Big family,Ready Rurals,Phone,test
1259,Ms.,No Card,NA,female,22,Urban,Yes,5005.8,Bundle,No,0,No HI,No HI,No,0,No,No,<=35,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
1274,Ms.,AMEX,Museum technician,female,22,Urban,Yes,5059,Bundle,No,0,No HI,No HI,Yes,Premium,Yes,No,<=35,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Millineum Potentials,SMS,test
1291,Ms.,Visa,NA,female,21,Urban,Yes,5063,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
1302,Mr.,Visa,Teller supervisor,male,20,Urban,Yes,22931,Bundle,No,0,No HI,No HI,Yes,Business,Yes,No,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
1304,Mrs.,Visa,Physician assistant,female,24,Urban,Yes,22676,Bundle,No,0,No HI,No HI,Yes,Business,Yes,Yes,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
1305,Ms.,AMEX,NA,female,70,Rural,Yes,17142,Single,Yes,Level2,1,0,Yes,Senior,Yes,No,>50,medium,1,2,1,2,1,2,3,6,med,nuclear family,Titan Customers,Phone,test
1309,Mr.,AMEX,Bill and account collector,male,67,Rural,No,NA,No MotorInsurance,Yes,Level2,1,0,Yes,Senior,Yes,No,>50,0,0,0,1,2,1,2,2,4,med,nuclear family,Ready Rurals,Phone,test
1313,Mrs.,Visa,NA,female,66,Urban,Yes,25649,Single,Yes,Level1,1,0,Yes,Business,Yes,Yes,>50,medium,1,2,1,1,1,3,3,6,med,nuclear family,Titan Customers,Phone,test
1315,Mr.,No Card,Immunology technologist,male,50,Rural,Yes,22913,Single,Yes,Level2,1,2,No,0,No,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
1317,Mrs.,AMEX,NA,female,65,Rural,Yes,27562,Bundle,No,0,No HI,No HI,Yes,Standard,Yes,Yes,>50,medium,1,2,0,0,1,2,2,4,med,No Health Insurance,Ready Rurals,Phone,test
1319,Mr.,No Card,NA,male,48,Urban,Yes,31902,Single,Yes,Level2,1,3,No,0,No,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Email,test
1321,Dr.,Visa,NA,female,47,Urban,Yes,33269,Single,Yes,Level2,1,2,Yes,Standard,Yes,Yes,36-50,high,1,3,1,2,1,2,3,7,high,Big family,Titan Customers,Email,test
1322,Ms.,AMEX,NA,female,23,Rural,Yes,25607,Bundle,Yes,Level1,1,0,Yes,Premium,Yes,No,<=35,medium,1,2,1,1,1,3,3,6,med,nuclear family,Millineum Potentials,Email,test
1323,Mrs.,Visa,NA,female,45,Rural,Yes,30636,Single,Yes,Level3,0,2,Yes,Standard,Yes,Yes,36-50,medium,1,2,1,3,1,2,3,7,high,nuclear family,Ready Rurals,Phone,test
1324,Mr.,Visa,NA,male,49,Urban,No,NA,No MotorInsurance,Yes,Level1,2,3,No,0,Yes,Yes,36-50,0,0,0,1,1,0,0,1,1,low,Big family,Ready Rurals,Phone,test
1325,Ms.,No Card,Public relations representative,female,46,Rural,No,NA,No MotorInsurance,Yes,Level3,1,2,No,0,No,No,36-50,0,0,0,1,3,0,0,1,3,low,Big family,Ready Rurals,Phone,test
1331,Mr.,No Card,Sculptor,male,49,Rural,Yes,17580,Single,No,0,No HI,No HI,No,0,No,No,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Ready Rurals,Phone,test
1332,Mrs.,AMEX,Airline steward,female,51,Rural,No,NA,No MotorInsurance,Yes,Level2,1,2,No,0,Yes,Yes,>50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
1342,Mr.,Visa,NA,male,47,Urban,Yes,15831,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
1343,Mr.,AMEX,Local truck driver,male,47,Urban,Yes,35215,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
1345,Mr.,AMEX,NA,male,49,Urban,Yes,32237,Single,Yes,Level3,1,3,Yes,Standard,Yes,Yes,36-50,medium,1,2,1,3,1,2,3,7,high,Big family,Titan Customers,Email,test
1352,Mr.,Visa,Condominium association manager,male,42,Urban,Yes,38180.4,Single,Yes,Level2,1,2,Yes,Premium,Yes,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1360,Mrs.,AMEX,NA,female,49,Rural,Yes,12926,Single,Yes,Level2,1,3,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1361,Ms.,AMEX,Surgical technician,female,20,Rural,Yes,5063,Single,Yes,Level1,0,0,Yes,Premium,Yes,No,<=35,low,1,1,1,1,1,3,3,5,med,single,Millineum Potentials,Email,test
1366,Mr.,Visa,Encoder,male,20,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,No,<=35,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Millineum Potentials,SMS,test
1369,Mr.,AMEX,PBX repairer,male,50,Urban,Yes,13615,Single,Yes,Level2,1,2,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1376,Mrs.,No Card,Biomedical engineer,female,51,Rural,No,NA,No MotorInsurance,Yes,Level1,2,2,No,0,No,Yes,>50,0,0,0,1,1,0,0,1,1,low,Big family,Ready Rurals,Phone,test
1383,Ms.,No Card,Camp counselor,female,49,Urban,Yes,38180.4,Bundle,Yes,Level2,0,2,Yes,Business,No,No,36-50,high,1,3,1,2,1,3,3,8,high,nuclear family,Titan Customers,Email,test
1387,Ms.,No Card,Control technician,female,44,Urban,Yes,38180.4,Bundle,Yes,Level1,1,2,Yes,Business,No,No,36-50,high,1,3,1,1,1,3,3,7,high,Big family,Titan Customers,Email,test
1396,Mr.,Visa,Development specialist,male,51,Rural,Yes,17422,Single,Yes,Level1,1,3,No,0,Yes,Yes,>50,medium,1,2,1,1,0,0,2,3,low,Big family,Ready Rurals,Phone,test
1398,Ms.,Visa,NA,female,48,Rural,Yes,11498,Single,Yes,Level2,0,2,No,0,Yes,No,36-50,low,1,1,1,2,0,0,2,3,low,nuclear family,Ready Rurals,Phone,test
1400,Mr.,AMEX,Bricklayer,male,46,Urban,Yes,30826,Bundle,No,0,No HI,No HI,Yes,Business,Yes,No,36-50,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Titan Customers,Email,test
1407,Mrs.,Visa,Appraiser,female,47,Urban,Yes,37294,Bundle,Yes,Level2,1,2,Yes,Business,Yes,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1426,Ms.,AMEX,NA,female,46,Urban,No,NA,No MotorInsurance,Yes,Level3,2,3,Yes,Business,Yes,No,36-50,0,0,0,1,3,1,3,2,6,med,Big family,Ready Rurals,Email,test
1429,Ms.,No Card,NA,female,21,Urban,Yes,5166,Bundle,No,0,No HI,No HI,Yes,Premium,No,No,<=35,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Millineum Potentials,SMS,test
1430,Mr.,Visa,Dietetic technician,male,49,Urban,Yes,37216,Single,Yes,Level2,1,3,Yes,Business,Yes,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1439,Mr.,Visa,Mobile heavy equipment mechanic,male,24,Urban,Yes,26471,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,medium,1,2,0,0,1,1,2,3,low,No Health Insurance,Millineum Potentials,Email,test
1441,Mr.,AMEX,NA,male,22,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,No,<=35,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Millineum Potentials,SMS,test
1449,Mr.,No Card,Information architect librarian,male,42,Urban,Yes,38180.4,Single,Yes,Level2,1,2,Yes,Business,No,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1450,Mr.,Visa,NA,male,51,Rural,Yes,20364,Single,No,0,No HI,No HI,Yes,Standard,Yes,No,>50,medium,1,2,0,0,1,2,2,4,med,No Health Insurance,Ready Rurals,Phone,test
1453,Ms.,Visa,Locomotive engineer,female,47,Urban,Yes,32005,Single,Yes,Level2,1,3,Yes,Business,Yes,No,36-50,medium,1,2,1,2,1,3,3,7,high,Big family,Titan Customers,Email,test
1462,Mr.,Visa,Operations research analyst,male,46,Urban,Yes,32133,Single,Yes,Level1,2,3,Yes,Premium,Yes,Yes,36-50,medium,1,2,1,1,1,3,3,6,med,Big family,Titan Customers,Email,test
1464,Mrs.,AMEX,Bodyguard,female,18,Urban,Yes,24564,Bundle,Yes,Level1,1,0,Yes,Business,Yes,Yes,<=35,medium,1,2,1,1,1,3,3,6,med,nuclear family,Millineum Potentials,Email,test
1465,Ms.,AMEX,Technical sales manager,female,52,Urban,Yes,31301,Single,Yes,Level2,0,2,Yes,Standard,Yes,No,>50,medium,1,2,1,2,1,2,3,6,med,nuclear family,Titan Customers,Email,test
1469,Mr.,AMEX,NA,male,19,Urban,Yes,5005.8,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
1471,Mr.,Visa,Weather forecaster,male,18,Urban,Yes,38180.4,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,high,1,3,0,0,1,1,2,4,med,No Health Insurance,Millineum Potentials,Email,test
1474,Mr.,Visa,Marine oiler,male,49,Urban,No,NA,No MotorInsurance,Yes,Level3,1,3,Yes,Business,Yes,Yes,36-50,0,0,0,1,3,1,3,2,6,med,Big family,Ready Rurals,Email,test
1476,Mrs.,Visa,NA,female,45,Urban,No,NA,No MotorInsurance,Yes,Level2,1,2,No,0,Yes,Yes,36-50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
1479,Mr.,Visa,NA,male,46,Urban,Yes,34871,Single,Yes,Level2,0,3,Yes,Premium,Yes,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1480,Ms.,Visa,NA,female,66,Rural,Yes,22815,Bundle,Yes,Level2,2,0,No,0,Yes,No,>50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Titan Customers,Phone,test
1490,Mr.,No Card,Home care aide,male,48,Rural,Yes,35930,Bundle,Yes,Level1,0,3,Yes,Standard,No,Yes,36-50,high,1,3,1,1,1,2,3,6,med,Big family,Titan Customers,Email,test
1492,Ms.,AMEX,NA,female,49,Urban,Yes,36301,Single,Yes,Level2,2,2,Yes,Business,Yes,No,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
1495,Mr.,Visa,Physicist,male,18,Rural,Yes,25095,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,medium,1,2,0,0,1,1,2,3,low,No Health Insurance,Millineum Potentials,Email,test
1506,Ms.,AMEX,NA,female,21,Rural,Yes,22169,Bundle,No,0,No HI,No HI,Yes,Business,Yes,No,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
1517,Ms.,AMEX,Food technologist,female,41,Urban,No,NA,No MotorInsurance,Yes,Level3,1,2,No,0,Yes,No,36-50,0,0,0,1,3,0,0,1,3,low,Big family,Ready Rurals,Email,test
1518,Mrs.,No Card,U.S. deputy marshal,female,53,Rural,Yes,17176,Single,Yes,Level3,1,3,No,0,No,Yes,>50,medium,1,2,1,3,0,0,2,5,med,Big family,Ready Rurals,Phone,test
1520,Mrs.,Visa,Personnel officer,female,20,Urban,Yes,26268,Bundle,Yes,Level1,0,0,Yes,Business,Yes,Yes,<=35,medium,1,2,1,1,1,3,3,6,med,single,Millineum Potentials,Email,test
1523,Ms.,Visa,Member services counselor,female,48,Rural,No,NA,No MotorInsurance,Yes,Level2,1,2,No,0,Yes,No,36-50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
1524,Mr.,Visa,Manifold binding worker,male,49,Urban,Yes,25412,Single,Yes,Level2,1,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Email,test
1528,Mrs.,No Card,Health services manager,female,47,Urban,Yes,34871,Single,No,0,No HI,No HI,No,0,No,Yes,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
1537,Mrs.,Visa,NA,female,20,Rural,Yes,19622,Bundle,Yes,Level1,1,0,No,0,Yes,Yes,<=35,medium,1,2,1,1,0,0,2,3,low,nuclear family,Millineum Potentials,Email,test
1539,Mr.,Visa,Water transportation master,male,45,Urban,Yes,32717,Single,No,0,No HI,No HI,Yes,Standard,Yes,No,36-50,high,1,3,0,0,1,2,2,5,med,No Health Insurance,Titan Customers,Email,test
1541,Mrs.,Visa,Sociocultural anthropologist,female,45,Urban,Yes,30492,Single,No,0,No HI,No HI,No,0,Yes,Yes,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
1543,Mrs.,AMEX,NA,female,49,Rural,Yes,10889,Single,Yes,Level2,0,2,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,nuclear family,Ready Rurals,Phone,test
1552,Ms.,Visa,X-ray technician,female,66,Urban,No,NA,No MotorInsurance,Yes,Level3,0,0,No,0,Yes,No,>50,0,0,0,1,3,0,0,1,3,low,single,Ready Rurals,Phone,test
1554,Mr.,AMEX,NA,male,49,Urban,No,NA,No MotorInsurance,Yes,Level3,1,3,Yes,Business,Yes,Yes,36-50,0,0,0,1,3,1,3,2,6,med,Big family,Ready Rurals,Email,test
1557,Mrs.,No Card,NA,female,50,Rural,Yes,16009,Single,Yes,Level2,1,2,Yes,Standard,No,Yes,36-50,medium,1,2,1,2,1,2,3,6,med,Big family,Ready Rurals,Phone,test
1575,Ms.,Visa,NA,female,18,Urban,Yes,5302,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
1582,Mr.,AMEX,NA,male,53,Urban,Yes,31734,Single,Yes,Level2,1,3,Yes,Standard,Yes,Yes,>50,medium,1,2,1,2,1,2,3,6,med,Big family,Titan Customers,Email,test
1588,Dr.,No Card,Occupational analyst,male,48,Urban,Yes,30341,Bundle,Yes,Level2,1,3,No,0,No,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Email,test
1590,Mr.,AMEX,Commercial and industrial designer,male,51,Rural,Yes,37654,Single,No,0,No HI,No HI,Yes,Standard,Yes,No,>50,high,1,3,0,0,1,2,2,5,med,No Health Insurance,Titan Customers,Email,test
1594,Mr.,AMEX,Photographic spotter,male,52,Rural,Yes,12828,Single,Yes,Level2,2,3,Yes,Backpacker,Yes,Yes,>50,low,1,1,1,2,1,1,3,4,med,Big family,Ready Rurals,Phone,test
1596,Mr.,AMEX,NA,male,51,Urban,Yes,32043,Single,Yes,Level2,0,3,No,0,Yes,Yes,>50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Email,test
1597,Mrs.,Visa,Referee,female,19,Urban,Yes,28600,Bundle,No,0,No HI,No HI,Yes,Premium,Yes,Yes,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
1602,Mrs.,AMEX,Railroad engineer,female,43,Rural,No,NA,No MotorInsurance,Yes,Level3,0,3,Yes,Standard,Yes,Yes,36-50,0,0,0,1,3,1,2,2,5,med,Big family,Ready Rurals,Phone,test
1607,Mrs.,Visa,Financial consultant,female,50,Rural,Yes,18659,Single,Yes,Level2,0,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Ready Rurals,Phone,test
1614,Mr.,Visa,NA,male,56,Urban,Yes,14398,Single,No,0,No HI,No HI,Yes,Premium,Yes,No,>50,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Ready Rurals,Phone,test
1616,Ms.,AMEX,Hazardous materials removal worker,female,46,Rural,No,NA,No MotorInsurance,Yes,Level2,2,2,Yes,Business,Yes,No,36-50,0,0,0,1,2,1,3,2,5,med,Big family,Ready Rurals,Phone,test
1618,Mrs.,AMEX,Training coordinator,female,51,Rural,Yes,17594,Single,Yes,Level3,1,2,No,0,Yes,Yes,>50,medium,1,2,1,3,0,0,2,5,med,Big family,Ready Rurals,Phone,test
1624,Mr.,AMEX,NA,male,18,Urban,No,NA,No MotorInsurance,Yes,Level1,2,0,Yes,Backpacker,Yes,No,<=35,0,0,0,1,1,1,1,2,2,low,nuclear family,Millineum Potentials,Email,test
1628,Ms.,AMEX,NA,female,49,Rural,Yes,9880,Single,Yes,Level1,2,2,No,0,Yes,No,36-50,low,1,1,1,1,0,0,2,2,low,Big family,Ready Rurals,Phone,test
1629,Ms.,Visa,NA,female,21,Urban,Yes,5144,Bundle,No,0,No HI,No HI,No,0,Yes,No,<=35,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
1630,Mr.,Visa,Employee development manager,male,44,Rural,No,NA,No MotorInsurance,Yes,Level2,1,2,Yes,Business,Yes,Yes,36-50,0,0,0,1,2,1,3,2,5,med,Big family,Ready Rurals,Phone,test
1632,Mrs.,AMEX,Infusion nurse,female,48,Urban,Yes,27337,Single,Yes,Level3,0,2,Yes,Premium,Yes,Yes,36-50,medium,1,2,1,3,1,3,3,8,high,nuclear family,Titan Customers,Email,test
1637,Mrs.,Visa,NA,female,44,Urban,Yes,28959,Single,No,0,No HI,No HI,No,0,Yes,Yes,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
1638,Ms.,Visa,Textile machine operator,female,40,Urban,Yes,31110,Single,Yes,Level2,1,2,No,0,Yes,No,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Email,test
1641,Mr.,No Card,NA,male,54,Rural,Yes,16057,Single,Yes,Level2,0,2,No,0,No,Yes,>50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Ready Rurals,Phone,test
1644,Mrs.,AMEX,NA,female,47,Urban,Yes,35646,Single,Yes,Level2,1,2,No,0,Yes,Yes,36-50,high,1,3,1,2,0,0,2,5,med,Big family,Titan Customers,Email,test
1645,Ms.,Visa,Coder,female,50,Urban,Yes,35207,Single,Yes,Level2,1,3,Yes,Business,Yes,No,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
